Elapsed,Time,User Path,Virtual User ID,Parent,Element,Response time,Success,Population,Zone
1394,2023-04-12T07:12:11.836-05:00,"BE_Standard_C4484573",0-0,"Actions","START",0,yes,"BE","Default zone"
1394,2023-04-12T07:12:11.836-05:00,"BE_Standard_C4484573",0-9,"Actions","START",0,yes,"BE","Default zone"
1409,2023-04-12T07:12:11.851-05:00,"BE_Standard_C4484573",0-5,"Actions","START",0,yes,"BE","Default zone"
1492,2023-04-12T07:12:11.934-05:00,"BE_Standard_C4484573",0-2,"Actions","START",0,yes,"BE","Default zone"
1528,2023-04-12T07:12:11.970-05:00,"BE_Standard_C4484573",0-3,"Actions","START",0,yes,"BE","Default zone"
1563,2023-04-12T07:12:12.005-05:00,"BE_Standard_C4484573",0-4,"Actions","START",0,yes,"BE","Default zone"
1594,2023-04-12T07:12:12.036-05:00,"BE_Standard_C4484573",0-1,"Actions","START",0,yes,"BE","Default zone"
1594,2023-04-12T07:12:12.036-05:00,"BE_Standard_C4484573",0-8,"Actions","START",0,yes,"BE","Default zone"
1632,2023-04-12T07:12:12.074-05:00,"BE_Standard_C4484573",0-7,"Actions","START",0,yes,"BE","Default zone"
1637,2023-04-12T07:12:12.079-05:00,"BE_Standard_C4484573",0-6,"Actions","START",0,yes,"BE","Default zone"
2777,2023-04-12T07:12:13.219-05:00,"BE_Standard_C4484573",0-6,"Actions","BE_Landing",1041,yes,"BE","Default zone"
2778,2023-04-12T07:12:13.220-05:00,"BE_Standard_C4484573",0-9,"Actions","BE_Landing",1208,yes,"BE","Default zone"
2778,2023-04-12T07:12:13.220-05:00,"BE_Standard_C4484573",0-1,"Actions","BE_Landing",1059,yes,"BE","Default zone"
2779,2023-04-12T07:12:13.221-05:00,"BE_Standard_C4484573",0-5,"Actions","BE_Landing",1227,yes,"BE","Default zone"
2779,2023-04-12T07:12:13.221-05:00,"BE_Standard_C4484573",0-7,"Actions","BE_Landing",1045,yes,"BE","Default zone"
2779,2023-04-12T07:12:13.221-05:00,"BE_Standard_C4484573",0-3,"Actions","BE_Landing",1162,yes,"BE","Default zone"
2779,2023-04-12T07:12:13.221-05:00,"BE_Standard_C4484573",0-0,"Actions","BE_Landing",1215,yes,"BE","Default zone"
2779,2023-04-12T07:12:13.221-05:00,"BE_Standard_C4484573",0-8,"Actions","BE_Landing",1086,yes,"BE","Default zone"
2779,2023-04-12T07:12:13.221-05:00,"BE_Standard_C4484573",0-4,"Actions","BE_Landing",1102,yes,"BE","Default zone"
2798,2023-04-12T07:12:13.240-05:00,"BE_Standard_C4484573",0-2,"Actions","BE_Landing",1096,yes,"BE","Default zone"
9248,2023-04-12T07:12:19.690-05:00,"BE_Standard_C4484573",0-5,"Actions","BE_Login",1443,yes,"BE","Default zone"
9277,2023-04-12T07:12:19.719-05:00,"BE_Standard_C4484573",0-1,"Actions","BE_Login",1562,yes,"BE","Default zone"
9305,2023-04-12T07:12:19.747-05:00,"BE_Standard_C4484573",0-7,"Actions","BE_Login",1492,yes,"BE","Default zone"
9452,2023-04-12T07:12:19.894-05:00,"BE_Standard_C4484573",0-2,"Actions","BE_Login",1766,yes,"BE","Default zone"
9520,2023-04-12T07:12:19.962-05:00,"BE_Standard_C4484573",0-6,"Actions","BE_Login",1558,yes,"BE","Default zone"
9625,2023-04-12T07:12:20.067-05:00,"BE_Standard_C4484573",0-4,"Actions","BE_Login",1463,yes,"BE","Default zone"
9672,2023-04-12T07:12:20.114-05:00,"BE_Standard_C4484573",0-0,"Actions","BE_Login",1384,yes,"BE","Default zone"
9961,2023-04-12T07:12:20.403-05:00,"BE_Standard_C4484573",0-8,"Actions","BE_Login",1459,yes,"BE","Default zone"
9998,2023-04-12T07:12:20.440-05:00,"BE_Standard_C4484573",0-3,"Actions","BE_Login",1665,yes,"BE","Default zone"
10025,2023-04-12T07:12:20.467-05:00,"BE_Standard_C4484573",0-9,"Actions","BE_Login",1606,yes,"BE","Default zone"
15510,2023-04-12T07:12:25.952-05:00,"BE_Standard_C4484573",0-7,"Actions","BE_Benefit Enrollment",1794,yes,"BE","Default zone"
15555,2023-04-12T07:12:25.997-05:00,"BE_Standard_C4484573",0-6,"Actions","BE_Benefit Enrollment",1585,yes,"BE","Default zone"
15977,2023-04-12T07:12:26.419-05:00,"BE_Standard_C4484573",0-4,"Actions","BE_Benefit Enrollment",1718,yes,"BE","Default zone"
16242,2023-04-12T07:12:26.684-05:00,"BE_Standard_C4484573",0-5,"Actions","BE_Benefit Enrollment",2163,yes,"BE","Default zone"
16276,2023-04-12T07:12:26.718-05:00,"BE_Standard_C4484573",0-9,"Actions","BE_Benefit Enrollment",1859,yes,"BE","Default zone"
16287,2023-04-12T07:12:26.729-05:00,"BE_Standard_C4484573",0-1,"Actions","BE_Benefit Enrollment",1658,yes,"BE","Default zone"
16372,2023-04-12T07:12:26.814-05:00,"BE_Standard_C4484573",0-2,"Actions","BE_Benefit Enrollment",1774,yes,"BE","Default zone"
16456,2023-04-12T07:12:26.898-05:00,"BE_Standard_C4484573",0-0,"Actions","BE_Benefit Enrollment",1663,yes,"BE","Default zone"
16799,2023-04-12T07:12:27.241-05:00,"BE_Standard_C4484573",0-8,"Actions","BE_Benefit Enrollment",2184,yes,"BE","Default zone"
